NUMERO_REGISTRO_PRODUTO,DATA_DE_CONSUMO,QUANTIDADE_SAIDA,PREDICAO_MEDIA_MOVEL,PREDICAO_DEEPAR
100431001,2020-07-31,1,25.0,
100431001,2020-08-31,13,14.666666666666664,
100431001,2020-09-30,44,13.0,
100431001,2020-10-31,3,19.33333333333333,
100431001,2020-11-30,3,20.0,
100431001,2020-12-31,5,16.666666666666668,
100431001,2021-01-31,25,3.6666666666666665,
100431001,2021-02-28,6,11.0,
100431001,2021-03-31,13,12.0,
100431001,2021-04-30,31,14.666666666666664,
100431001,2021-05-31,7,16.666666666666668,
100431001,2021-06-30,25,17.0,
100431001,2021-07-31,50,21.0,
100431001,2021-08-31,6,27.33333333333333,
100431001,2021-09-30,18,27.0,
100431001,2021-10-31,22,24.66666666666667,
100431001,2021-11-30,5,15.333333333333336,14.759268760681152
100431001,2021-12-31,9,15.0,16.126794815063477
100431001,2022-01-31,13,12.0,15.040390968322754
100431022,2020-02-29,11,,
100431022,2020-03-31,21,,
100431022,2020-04-30,1,,
100431022,2020-05-31,17,11.0,
100431022,2020-06-30,29,13.0,
100431022,2020-07-31,45,15.666666666666664,
100431022,2020-08-31,52,30.33333333333333,
100431022,2020-09-30,1,42.0,
100431022,2020-10-31,3,32.666666666666664,
100431022,2020-11-30,10,18.666666666666668,
100431022,2020-12-31,25,4.666666666666667,
100431022,2021-01-31,30,12.666666666666664,
100431022,2021-02-28,4,21.66666666666667,
100431022,2021-03-31,1,19.666666666666668,
100431022,2021-04-30,4,11.666666666666664,
100431022,2021-05-31,3,3.0,
100431022,2021-06-30,16,2.6666666666666665,
100431022,2021-07-31,20,7.666666666666668,
100431022,2021-08-31,0,13.0,
100431022,2021-09-30,24,12.0,
100431022,2021-10-31,7,14.666666666666664,
100431022,2021-11-30,20,10.333333333333334,17.785215377807617
100431022,2021-12-31,0,17.0,17.160768508911133
100431022,2022-01-31,16,9.0,17.141870498657227
100431024,2020-02-29,5,,
100431024,2020-03-31,20,,
100431024,2020-04-30,23,,
100431024,2020-05-31,25,16.0,
100431024,2020-06-30,26,22.66666666666667,
100431024,2020-07-31,0,24.66666666666667,
100431024,2020-08-31,8,17.0,
100431024,2020-09-30,2,11.333333333333336,
100431024,2020-10-31,7,3.333333333333333,
100431024,2020-11-30,43,5.666666666666668,
100431024,2020-12-31,4,17.333333333333332,
100431024,2021-01-31,8,18.0,
100431024,2021-02-28,4,18.33333333333333,
100431024,2021-03-31,7,5.333333333333333,
100431024,2021-04-30,16,6.333333333333332,
100431024,2021-05-31,0,9.0,
100431024,2021-06-30,1,7.666666666666668,
100431024,2021-07-31,1,5.666666666666668,
100431024,2021-08-31,2,0.6666666666666666,
100431024,2021-09-30,5,1.3333333333333333,
100431024,2021-10-31,12,2.6666666666666665,
100431024,2021-11-30,6,6.333333333333332,11.68722915649414
100431024,2021-12-31,0,7.666666666666668,11.87597942352295
100431024,2022-01-31,42,6.0,13.236942291259766
100431031,2020-02-29,9,,
100431031,2020-03-31,10,,
100431031,2020-04-30,2,,
100431031,2020-05-31,45,7.0,
100431031,2020-06-30,7,19.0,
100431031,2020-07-31,29,18.0,
100431031,2020-08-31,11,27.0,
100431031,2020-09-30,48,15.666666666666664,
100431031,2020-10-31,9,29.33333333333333,
100431031,2020-11-30,17,22.66666666666667,
100431031,2020-12-31,0,24.66666666666667,
100431031,2021-01-31,24,8.666666666666666,
100431031,2021-02-28,31,13.666666666666664,
100431031,2021-03-31,18,18.33333333333333,
100431031,2021-04-30,10,24.33333333333333,
100431031,2021-05-31,21,19.666666666666668,
100431031,2021-06-30,4,16.333333333333332,
100431031,2021-07-31,19,11.666666666666664,
100431031,2021-08-31,22,14.666666666666664,
100431031,2021-09-30,3,15.0,
100431031,2021-10-31,27,14.666666666666664,
100431031,2021-11-30,14,17.333333333333332,20.29679298400879
100431031,2021-12-31,17,14.666666666666664,15.733835220336914
100431031,2022-01-31,23,19.33333333333333,17.408063888549805
100431053,2020-02-29,21,,
100431053,2020-03-31,52,,
100431053,2020-04-30,12,,
100431053,2020-05-31,51,28.33333333333333,
100431053,2020-06-30,9,38.333333333333336,
100431053,2020-07-31,10,24.0,
100431053,2020-08-31,28,23.33333333333333,
100431053,2020-09-30,16,15.666666666666664,
100431053,2020-10-31,24,18.0,
100431053,2020-11-30,4,22.66666666666667,
100431053,2020-12-31,0,14.666666666666664,
100431053,2021-01-31,15,9.333333333333334,
100431053,2021-02-28,42,6.333333333333332,
100431053,2021-03-31,22,19.0,
100431053,2021-04-30,17,26.33333333333333,
100431053,2021-05-31,13,27.0,
100431053,2021-06-30,12,17.333333333333332,
100431053,2021-07-31,12,14.0,
100431053,2021-08-31,11,12.333333333333336,
100431053,2021-09-30,51,11.666666666666664,
100431053,2021-10-31,49,24.66666666666667,
100431053,2021-11-30,21,37.0,20.818483352661133
100431053,2021-12-31,27,40.333333333333336,22.754318237304688
100431053,2022-01-31,2,32.333333333333336,14.274410247802734
100431065,2020-02-29,1,,
100431065,2020-03-31,8,,
100431065,2020-04-30,19,,
100431065,2020-05-31,7,9.333333333333334,
100431065,2020-06-30,8,11.333333333333336,
100431065,2020-07-31,1,11.333333333333336,
100431065,2020-08-31,29,5.333333333333333,
100431065,2020-09-30,22,12.666666666666664,
100431065,2020-10-31,14,17.333333333333332,
100431065,2020-11-30,7,21.66666666666667,
100431065,2020-12-31,37,14.333333333333336,
100431065,2021-01-31,30,19.33333333333333,
100431065,2021-02-28,7,24.66666666666667,
100431065,2021-03-31,16,24.66666666666667,
100431065,2021-04-30,34,17.666666666666668,
100431065,2021-05-31,41,19.0,
100431065,2021-06-30,1,30.33333333333333,
100431065,2021-07-31,7,25.33333333333333,
100431065,2021-08-31,0,16.333333333333332,
100431065,2021-09-30,43,2.6666666666666665,
100431065,2021-10-31,9,16.666666666666668,
100431065,2021-11-30,11,17.333333333333332,16.33944320678711
100431065,2021-12-31,37,21.0,13.884581565856934
100431065,2022-01-31,45,19.0,16.610761642456055
100431066,2020-02-29,0,,
100431066,2020-03-31,4,,
100431066,2020-04-30,1,,
100431066,2020-05-31,0,1.6666666666666667,
100431066,2020-06-30,30,1.6666666666666667,
100431066,2020-07-31,19,10.333333333333334,
100431066,2020-08-31,25,16.333333333333332,
100431066,2020-09-30,3,24.66666666666667,
100431066,2020-10-31,15,15.666666666666664,
100431066,2020-11-30,9,14.333333333333336,
100431066,2020-12-31,18,9.0,
100431066,2021-01-31,91,14.0,
100431066,2021-02-28,19,39.333333333333336,
100431066,2021-03-31,56,42.66666666666666,
100431066,2021-04-30,4,55.33333333333334,
100431066,2021-05-31,49,26.33333333333333,
100431066,2021-06-30,32,36.333333333333336,
100431066,2021-07-31,7,28.33333333333333,
100431066,2021-08-31,20,29.33333333333333,
100431066,2021-09-30,3,19.666666666666668,
100431066,2021-10-31,25,10.0,
100431066,2021-11-30,14,16.0,16.27582359313965
100431066,2021-12-31,23,14.0,16.14780616760254
100431066,2022-01-31,4,20.666666666666668,13.164438247680664
100431068,2020-02-29,4,,
100431068,2020-03-31,3,,
100431068,2020-04-30,24,,
100431068,2020-05-31,4,10.333333333333334,
100431068,2020-06-30,23,10.333333333333334,
100431068,2020-07-31,16,17.0,
100431068,2020-08-31,34,14.333333333333336,
100431068,2020-09-30,3,24.33333333333333,
100431068,2020-10-31,3,17.666666666666668,
100431068,2020-11-30,11,13.333333333333336,
100431068,2020-12-31,7,5.666666666666668,
100431068,2021-01-31,1,7.0,
100431068,2021-02-28,12,6.333333333333332,
100431068,2021-03-31,20,6.666666666666668,
100431068,2021-04-30,2,11.0,
100431068,2021-05-31,9,11.333333333333336,
100431068,2021-06-30,30,10.333333333333334,
100431068,2021-07-31,37,13.666666666666664,
100431068,2021-08-31,53,25.33333333333333,
100431068,2021-09-30,5,40.0,
100431068,2021-10-31,19,31.66666666666667,
100431068,2021-11-30,21,25.66666666666667,14.381368637084961
100431068,2021-12-31,10,15.0,15.629194259643555
100431068,2022-01-31,20,16.666666666666668,13.053202629089355
100431086,2020-02-29,26,,
100431086,2020-03-31,24,,
100431086,2020-04-30,48,,
100431086,2020-05-31,4,32.666666666666664,
100431086,2020-06-30,19,25.33333333333333,
100431086,2020-07-31,45,23.66666666666667,
100431086,2020-08-31,51,22.66666666666667,
100431086,2020-09-30,4,38.333333333333336,
100431086,2020-10-31,18,33.333333333333336,
100431086,2020-11-30,13,24.33333333333333,
100431086,2020-12-31,0,11.666666666666664,
100431086,2021-01-31,12,10.333333333333334,
100431086,2021-02-28,5,8.333333333333334,
100431086,2021-03-31,29,5.666666666666668,
100431086,2021-04-30,3,15.333333333333336,
100431086,2021-05-31,64,12.333333333333336,
100431086,2021-06-30,1,32.0,
100431086,2021-07-31,15,22.66666666666667,
100431086,2021-08-31,26,26.66666666666667,
100431086,2021-09-30,12,14.0,
100431086,2021-10-31,37,17.666666666666668,
100431086,2021-11-30,11,25.0,23.619670867919922
100431086,2021-12-31,10,20.0,18.743478775024414
100431086,2022-01-31,2,19.33333333333333,16.563480377197266
100431088,2020-02-29,2,,
100431088,2020-03-31,4,,
100431088,2020-04-30,26,,
100431088,2020-05-31,0,10.666666666666666,
100431088,2020-06-30,14,10.0,
100431088,2020-07-31,26,13.333333333333336,
100431088,2020-08-31,16,13.333333333333336,
100431088,2020-09-30,3,18.666666666666668,
100431088,2020-10-31,21,15.0,
100431088,2020-11-30,33,13.333333333333336,
100431088,2020-12-31,3,19.0,
100431088,2021-01-31,21,19.0,
100431088,2021-02-28,14,19.0,
100431088,2021-03-31,16,12.666666666666664,
100431088,2021-04-30,43,17.0,
100431088,2021-05-31,8,24.33333333333333,
100431088,2021-06-30,3,22.33333333333333,
100431088,2021-07-31,25,18.0,
100431088,2021-08-31,31,12.0,
100431088,2021-09-30,8,19.666666666666668,
100431088,2021-10-31,26,21.33333333333333,
100431088,2021-11-30,29,21.66666666666667,16.413631439208984
100431088,2021-12-31,4,21.0,16.065900802612305
100431088,2022-01-31,5,19.666666666666668,14.886236190795898
100431090,2020-02-29,0,,
100431090,2020-03-31,20,,
100431090,2020-04-30,32,,
100431090,2020-05-31,5,17.333333333333332,
100431090,2020-06-30,9,19.0,
100431090,2020-07-31,0,15.333333333333336,
100431090,2020-08-31,3,4.666666666666667,
100431090,2020-09-30,11,4.0,
100431090,2020-10-31,29,4.666666666666667,
100431090,2020-11-30,12,14.333333333333336,
100431090,2020-12-31,5,17.333333333333332,
100431090,2021-01-31,6,15.333333333333336,
100431090,2021-02-28,8,7.666666666666668,
100431090,2021-03-31,10,6.333333333333332,
100431090,2021-04-30,33,8.0,
100431090,2021-05-31,4,17.0,
100431090,2021-06-30,25,15.666666666666664,
100431090,2021-07-31,21,20.666666666666668,
100431090,2021-08-31,3,16.666666666666668,
100431090,2021-09-30,44,16.333333333333332,
100431090,2021-10-31,2,22.66666666666667,
100431090,2021-11-30,33,16.333333333333332,13.527570724487305
100431090,2021-12-31,2,26.33333333333333,12.278875350952148
100431090,2022-01-31,44,12.333333333333336,15.835284233093262
100431122,2020-02-29,57,,
100431122,2020-03-31,4,,
100431122,2020-04-30,31,,
100431122,2020-05-31,2,30.66666666666667,
100431122,2020-06-30,19,12.333333333333336,
100431122,2020-07-31,23,17.333333333333332,
100431122,2020-08-31,39,14.666666666666664,
100431122,2020-09-30,0,27.0,
100431122,2020-10-31,24,20.666666666666668,
100431122,2020-11-30,39,21.0,
100431122,2020-12-31,8,21.0,
100431122,2021-01-31,16,23.66666666666667,
100431122,2021-02-28,17,21.0,
100431122,2021-03-31,20,13.666666666666664,
100431122,2021-04-30,37,17.666666666666668,
100431122,2021-05-31,47,24.66666666666667,
100431122,2021-06-30,4,34.666666666666664,
100431122,2021-07-31,19,29.33333333333333,
100431122,2021-08-31,58,23.33333333333333,
100431122,2021-09-30,5,27.0,
100431122,2021-10-31,0,27.33333333333333,
100431122,2021-11-30,29,21.0,18.58034896850586
100431122,2021-12-31,13,11.333333333333336,19.842538833618164
100431122,2022-01-31,30,14.0,23.001461029052734
100431127,2020-02-29,45,,
100431127,2020-03-31,1,,
100431127,2020-04-30,11,,
100431127,2020-05-31,10,19.0,
100431127,2020-06-30,4,7.333333333333332,
100431127,2020-07-31,4,8.333333333333334,
100431127,2020-08-31,17,6.0,
100431127,2020-09-30,19,8.333333333333334,
100431127,2020-10-31,15,13.333333333333336,
100431127,2020-11-30,10,17.0,
100431127,2020-12-31,21,14.666666666666664,
100431127,2021-01-31,65,15.333333333333336,
100431127,2021-02-28,2,32.0,
100431127,2021-03-31,3,29.33333333333333,
100431127,2021-04-30,1,23.33333333333333,
100431127,2021-05-31,11,2.0,
100431127,2021-06-30,42,5.0,
100431127,2021-07-31,21,18.0,
100431127,2021-08-31,49,24.66666666666667,
100431127,2021-09-30,2,37.333333333333336,
100431127,2021-10-31,16,24.0,
100431127,2021-11-30,0,22.33333333333333,16.009077072143555
100431127,2021-12-31,10,6.0,14.331893920898438
100431127,2022-01-31,35,8.666666666666666,14.059391021728516
100431136,2020-02-29,18,,
100431136,2020-03-31,4,,
100431136,2020-04-30,40,,
100431136,2020-05-31,38,20.666666666666668,
100431136,2020-06-30,19,27.33333333333333,
100431136,2020-07-31,15,32.333333333333336,
100431136,2020-08-31,43,24.0,
100431136,2020-09-30,27,25.66666666666667,
100431136,2020-10-31,6,28.33333333333333,
100431136,2020-11-30,19,25.33333333333333,
100431136,2020-12-31,3,17.333333333333332,
100431136,2021-01-31,0,9.333333333333334,
100431136,2021-02-28,0,7.333333333333332,
100431136,2021-03-31,1,1.0,
100431136,2021-04-30,51,0.3333333333333333,
100431136,2021-05-31,39,17.333333333333332,
100431136,2021-06-30,34,30.33333333333333,
100431136,2021-07-31,48,41.333333333333336,
100431136,2021-08-31,16,40.333333333333336,
100431136,2021-09-30,16,32.666666666666664,
100431136,2021-10-31,2,26.66666666666667,
100431136,2021-11-30,4,11.333333333333336,16.061012268066406
100431136,2021-12-31,15,7.333333333333332,17.545654296875
100431136,2022-01-31,11,7.0,20.220373153686523
100431150,2020-02-29,35,,
100431150,2020-03-31,4,,
100431150,2020-04-30,2,,
100431150,2020-05-31,6,13.666666666666664,
100431150,2020-06-30,2,4.0,
100431150,2020-07-31,22,3.333333333333333,
100431150,2020-08-31,21,10.0,
100431150,2020-09-30,0,15.0,
100431150,2020-10-31,7,14.333333333333336,
100431150,2020-11-30,24,9.333333333333334,
100431150,2020-12-31,42,10.333333333333334,
100431150,2021-01-31,22,24.33333333333333,
100431150,2021-02-28,5,29.33333333333333,
100431150,2021-03-31,5,23.0,
100431150,2021-04-30,21,10.666666666666666,
100431150,2021-05-31,28,10.333333333333334,
100431150,2021-06-30,0,18.0,
100431150,2021-07-31,47,16.333333333333332,
100431150,2021-08-31,36,25.0,
100431150,2021-09-30,46,27.66666666666667,
100431150,2021-10-31,9,43.0,
100431150,2021-11-30,16,30.33333333333333,14.340372085571289
100431150,2021-12-31,11,23.66666666666667,15.680377006530762
100431150,2022-01-31,12,12.0,14.2044677734375
100431167,2020-02-29,6,,
100431167,2020-03-31,15,,
100431167,2020-04-30,13,,
100431167,2020-05-31,2,11.333333333333336,
100431167,2020-06-30,24,10.0,
100431167,2020-07-31,31,13.0,
100431167,2020-08-31,3,19.0,
100431167,2020-09-30,5,19.33333333333333,
100431167,2020-10-31,4,13.0,
100431167,2020-11-30,42,4.0,
100431167,2020-12-31,22,17.0,
100431167,2021-01-31,28,22.66666666666667,
100431167,2021-02-28,4,30.66666666666667,
100431167,2021-03-31,0,18.0,
100431167,2021-04-30,29,10.666666666666666,
100431167,2021-05-31,2,11.0,
100431167,2021-06-30,24,10.333333333333334,
100431167,2021-07-31,12,18.33333333333333,
100431167,2021-08-31,7,12.666666666666664,
100431167,2021-09-30,12,14.333333333333336,
100431167,2021-10-31,40,10.333333333333334,
100431167,2021-11-30,2,19.666666666666668,15.068475723266602
100431167,2021-12-31,27,18.0,16.713499069213867
100431167,2022-01-31,4,23.0,19.060680389404297
100431176,2020-02-29,19,,
100431176,2020-03-31,41,,
100431176,2020-04-30,50,,
100431176,2020-05-31,35,36.66666666666666,
100431176,2020-06-30,13,42.0,
100431176,2020-07-31,6,32.666666666666664,
100431176,2020-08-31,45,18.0,
100431176,2020-09-30,20,21.33333333333333,
100431176,2020-10-31,9,23.66666666666667,
100431176,2020-11-30,2,24.66666666666667,
100431176,2020-12-31,9,10.333333333333334,
100431176,2021-01-31,15,6.666666666666668,
100431176,2021-02-28,1,8.666666666666666,
100431176,2021-03-31,6,8.333333333333334,
100431176,2021-04-30,7,7.333333333333332,
100431176,2021-05-31,7,4.666666666666667,
100431176,2021-06-30,82,6.666666666666668,
100431176,2021-07-31,6,32.0,
100431176,2021-08-31,14,31.66666666666667,
100431176,2021-09-30,19,34.0,
100431176,2021-10-31,20,13.0,
100431176,2021-11-30,0,17.666666666666668,14.234444618225098
100431176,2021-12-31,16,13.0,17.307140350341797
100431176,2022-01-31,17,12.0,18.625093460083008
100431178,2020-02-29,31,,
100431178,2020-03-31,70,,
100431178,2020-04-30,1,,
100431178,2020-05-31,12,34.0,
100431178,2020-06-30,77,27.66666666666667,
100431178,2020-07-31,7,30.0,
100431178,2020-08-31,0,32.0,
100431178,2020-09-30,9,28.0,
100431178,2020-10-31,7,5.333333333333333,
100431178,2020-11-30,43,5.333333333333333,
100431178,2020-12-31,8,19.666666666666668,
100431178,2021-01-31,2,19.33333333333333,
100431178,2021-02-28,38,17.666666666666668,
100431178,2021-03-31,17,16.0,
100431178,2021-04-30,36,19.0,
100431178,2021-05-31,22,30.33333333333333,
100431178,2021-06-30,9,25.0,
100431178,2021-07-31,13,22.33333333333333,
100431178,2021-08-31,6,14.666666666666664,
100431178,2021-09-30,6,9.333333333333334,
100431178,2021-10-31,30,8.333333333333334,
100431178,2021-11-30,2,14.0,19.168825149536133
100431178,2021-12-31,9,12.666666666666664,23.275781631469727
100431178,2022-01-31,3,13.666666666666664,24.691041946411133
100431189,2020-02-29,24,,
100431189,2020-03-31,51,,
100431189,2020-04-30,9,,
100431189,2020-05-31,4,28.0,
100431189,2020-06-30,1,21.33333333333333,
100431189,2020-07-31,32,4.666666666666667,
100431189,2020-08-31,1,12.333333333333336,
100431189,2020-09-30,18,11.333333333333336,
100431189,2020-10-31,0,17.0,
100431189,2020-11-30,25,6.333333333333332,
100431189,2020-12-31,1,14.333333333333336,
100431189,2021-01-31,32,8.666666666666666,
100431189,2021-02-28,5,19.33333333333333,
100431189,2021-03-31,14,12.666666666666664,
100431189,2021-04-30,37,17.0,
100431189,2021-05-31,6,18.666666666666668,
100431189,2021-06-30,9,19.0,
100431189,2021-07-31,26,17.333333333333332,
100431189,2021-08-31,2,13.666666666666664,
100431189,2021-09-30,17,12.333333333333336,
100431189,2021-10-31,19,15.0,
100431189,2021-11-30,34,12.666666666666664,18.82037353515625
100431189,2021-12-31,25,23.33333333333333,16.40314483642578
100431189,2022-01-31,40,26.0,14.055747985839844
100431196,2020-02-29,13,,
100431196,2020-03-31,36,,
100431196,2020-04-30,8,,
100431196,2020-05-31,14,19.0,
100431196,2020-06-30,84,19.33333333333333,
100431196,2020-07-31,3,35.333333333333336,
100431196,2020-08-31,2,33.666666666666664,
100431196,2020-09-30,23,29.66666666666667,
100431196,2020-10-31,20,9.333333333333334,
100431196,2020-11-30,27,15.0,
100431196,2020-12-31,67,23.33333333333333,
100431196,2021-01-31,21,38.0,
100431196,2021-02-28,4,38.333333333333336,
100431196,2021-03-31,30,30.66666666666667,
100431196,2021-04-30,2,18.33333333333333,
100431196,2021-05-31,41,12.0,
100431196,2021-06-30,54,24.33333333333333,
100431196,2021-07-31,5,32.333333333333336,
100431196,2021-08-31,10,33.333333333333336,
100431196,2021-09-30,0,23.0,
100431196,2021-10-31,12,5.0,
100431196,2021-11-30,24,7.333333333333332,17.531049728393555
100431196,2021-12-31,11,12.0,20.083585739135742
100431196,2022-01-31,33,15.666666666666664,21.399290084838867
100431198,2020-02-29,22,,
100431198,2020-03-31,40,,
100431198,2020-04-30,7,,
100431198,2020-05-31,0,23.0,
100431198,2020-06-30,9,15.666666666666664,
100431198,2020-07-31,43,5.333333333333333,
100431198,2020-08-31,20,17.333333333333332,
100431198,2020-09-30,34,24.0,
100431198,2020-10-31,55,32.333333333333336,
100431198,2020-11-30,17,36.333333333333336,
100431198,2020-12-31,7,35.333333333333336,
100431198,2021-01-31,0,26.33333333333333,
100431198,2021-02-28,7,8.0,
100431198,2021-03-31,16,4.666666666666667,
100431198,2021-04-30,3,7.666666666666668,
100431198,2021-05-31,26,8.666666666666666,
100431198,2021-06-30,24,15.0,
100431198,2021-07-31,63,17.666666666666668,
100431198,2021-08-31,26,37.66666666666666,
100431198,2021-09-30,4,37.66666666666666,
100431198,2021-10-31,39,31.0,
100431198,2021-11-30,35,23.0,19.319650650024414
100431198,2021-12-31,0,26.0,19.01130485534668
100431198,2022-01-31,11,24.66666666666667,18.311525344848633
100431211,2020-02-29,18,,
100431211,2020-03-31,27,,
100431211,2020-04-30,22,,
100431211,2020-05-31,9,22.33333333333333,
100431211,2020-06-30,13,19.33333333333333,
100431211,2020-07-31,10,14.666666666666664,
100431211,2020-08-31,25,10.666666666666666,
100431211,2020-09-30,27,16.0,
100431211,2020-10-31,2,20.666666666666668,
100431211,2020-11-30,2,18.0,
100431211,2020-12-31,0,10.333333333333334,
100431211,2021-01-31,74,1.3333333333333333,
100431211,2021-02-28,0,25.33333333333333,
100431211,2021-03-31,22,24.66666666666667,
100431211,2021-04-30,43,32.0,
100431211,2021-05-31,58,21.66666666666667,
100431211,2021-06-30,43,41.0,
100431211,2021-07-31,4,48.0,
100431211,2021-08-31,31,35.0,
100431211,2021-09-30,26,26.0,
100431211,2021-10-31,1,20.33333333333333,
100431211,2021-11-30,12,19.33333333333333,19.591854095458984
100431211,2021-12-31,32,13.0,17.863746643066406
100431211,2022-01-31,16,15.0,17.509859085083008
100431238,2020-02-29,8,,
100431238,2020-03-31,0,,
100431238,2020-04-30,4,,
100431238,2020-05-31,41,4.0,
100431238,2020-06-30,32,15.0,
100431238,2020-07-31,2,25.66666666666667,
100431238,2020-08-31,9,25.0,
100431238,2020-09-30,37,14.333333333333336,
100431238,2020-10-31,24,16.0,
100431238,2020-11-30,9,23.33333333333333,
100431238,2020-12-31,1,23.33333333333333,
100431238,2021-01-31,0,11.333333333333336,
100431238,2021-02-28,36,3.333333333333333,
100431238,2021-03-31,27,12.333333333333336,
100431238,2021-04-30,8,21.0,
100431238,2021-05-31,37,23.66666666666667,
100431238,2021-06-30,3,24.0,
100431238,2021-07-31,62,16.0,
100431238,2021-08-31,45,34.0,
100431238,2021-09-30,83,36.66666666666666,
100431238,2021-10-31,44,63.33333333333334,
100431238,2021-11-30,8,57.33333333333334,26.930423736572266
100431238,2021-12-31,22,45.0,12.468791007995605
100431238,2022-01-31,7,24.66666666666667,13.193947792053223
100431268,2020-02-29,29,,
100431268,2020-03-31,48,,
100431268,2020-04-30,12,,
100431268,2020-05-31,1,29.66666666666667,
100431268,2020-06-30,9,20.33333333333333,
100431268,2020-07-31,24,7.333333333333332,
100431268,2020-08-31,17,11.333333333333336,
100431268,2020-09-30,50,16.666666666666668,
100431268,2020-10-31,0,30.33333333333333,
100431268,2020-11-30,35,22.33333333333333,
100431268,2020-12-31,49,28.33333333333333,
100431268,2021-01-31,6,28.0,
100431268,2021-02-28,16,30.0,
100431268,2021-03-31,23,23.66666666666667,
100431268,2021-04-30,7,15.0,
100431268,2021-05-31,18,15.333333333333336,
100431268,2021-06-30,1,16.0,
100431268,2021-07-31,26,8.666666666666666,
100431268,2021-08-31,5,15.0,
100431268,2021-09-30,10,10.666666666666666,
100431268,2021-10-31,4,13.666666666666664,
100431268,2021-11-30,11,6.333333333333332,18.823974609375
100431268,2021-12-31,53,8.333333333333334,17.20838165283203
100431268,2022-01-31,4,22.66666666666667,17.449804306030273
100431271,2020-02-29,13,,
100431271,2020-03-31,2,,
100431271,2020-04-30,34,,
100431271,2020-05-31,11,16.333333333333332,
100431271,2020-06-30,7,15.666666666666664,
100431271,2020-07-31,42,17.333333333333332,
100431271,2020-08-31,3,20.0,
100431271,2020-09-30,11,17.333333333333332,
100431271,2020-10-31,14,18.666666666666668,
100431271,2020-11-30,16,9.333333333333334,
100431271,2020-12-31,39,13.666666666666664,
100431271,2021-01-31,9,23.0,
100431271,2021-02-28,13,21.33333333333333,
100431271,2021-03-31,6,20.33333333333333,
100431271,2021-04-30,26,9.333333333333334,
100431271,2021-05-31,9,15.0,
100431271,2021-06-30,51,13.666666666666664,
100431271,2021-07-31,6,28.66666666666667,
100431271,2021-08-31,29,22.0,
100431271,2021-09-30,16,28.66666666666667,
100431271,2021-10-31,56,17.0,
100431271,2021-11-30,33,33.666666666666664,21.989648818969727
100431271,2021-12-31,7,35.0,18.096176147460938
100431271,2022-01-31,1,32.0,14.172204971313477
100431280,2020-02-29,26,,
100431280,2020-03-31,6,,
100431280,2020-04-30,12,,
100431280,2020-05-31,23,14.666666666666664,
100431280,2020-06-30,12,13.666666666666664,
100431280,2020-07-31,5,15.666666666666664,
100431280,2020-08-31,16,13.333333333333336,
100431280,2020-09-30,36,11.0,
100431280,2020-10-31,5,19.0,
100431280,2020-11-30,21,19.0,
100431280,2020-12-31,47,20.666666666666668,
100431280,2021-01-31,9,24.33333333333333,
100431280,2021-02-28,35,25.66666666666667,
100431280,2021-03-31,9,30.33333333333333,
100431280,2021-04-30,22,17.666666666666668,
100431280,2021-05-31,8,22.0,
100431280,2021-06-30,41,13.0,
100431280,2021-07-31,8,23.66666666666667,
100431280,2021-08-31,33,19.0,
100431280,2021-09-30,29,27.33333333333333,
100431280,2021-10-31,30,23.33333333333333,
100431280,2021-11-30,10,30.66666666666667,18.062192916870117
100431280,2021-12-31,4,23.0,20.14606475830078
100431280,2022-01-31,24,14.666666666666664,17.753705978393555
100431285,2020-02-29,9,,
100431285,2020-03-31,29,,
100431285,2020-04-30,16,,
100431285,2020-05-31,23,18.0,
100431285,2020-06-30,23,22.66666666666667,
100431285,2020-07-31,5,20.666666666666668,
100431285,2020-08-31,12,17.0,
100431285,2020-09-30,9,13.333333333333336,
100431285,2020-10-31,37,8.666666666666666,
100431285,2020-11-30,35,19.33333333333333,
100431285,2020-12-31,65,27.0,
100431285,2021-01-31,19,45.66666666666666,
100431285,2021-02-28,7,39.66666666666666,
100431285,2021-03-31,13,30.33333333333333,
100431285,2021-04-30,11,13.0,
100431285,2021-05-31,40,10.333333333333334,
100431285,2021-06-30,2,21.33333333333333,
100431285,2021-07-31,8,17.666666666666668,
100431285,2021-08-31,5,16.666666666666668,
100431285,2021-09-30,32,5.0,
100431285,2021-10-31,25,15.0,
100431285,2021-11-30,69,20.666666666666668,18.991851806640625
100431285,2021-12-31,9,42.0,17.059757232666016
100431285,2022-01-31,14,34.333333333333336,16.10625457763672
100431297,2020-02-29,3,,
100431297,2020-03-31,25,,
100431297,2020-04-30,13,,
100431297,2020-05-31,30,13.666666666666664,
100431297,2020-06-30,3,22.66666666666667,
100431297,2020-07-31,17,15.333333333333336,
100431297,2020-08-31,29,16.666666666666668,
100431297,2020-09-30,28,16.333333333333332,
100431297,2020-10-31,13,24.66666666666667,
100431297,2020-11-30,50,23.33333333333333,
100431297,2020-12-31,2,30.33333333333333,
100431297,2021-01-31,13,21.66666666666667,
100431297,2021-02-28,7,21.66666666666667,
100431297,2021-03-31,8,7.333333333333332,
100431297,2021-04-30,44,9.333333333333334,
100431297,2021-05-31,40,19.666666666666668,
100431297,2021-06-30,11,30.66666666666667,
100431297,2021-07-31,43,31.66666666666667,
100431297,2021-08-31,3,31.33333333333333,
100431297,2021-09-30,34,19.0,
100431297,2021-10-31,6,26.66666666666667,
