NUMERO_REGISTRO_PRODUTO,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,ND,MSIS,QuantileLoss_median,Coverage_median,Modelo,Tipo,RMSE,NRMSE,wQuantileLoss_median,mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA,Avaliacao
100290021,247.14814814814807,38.33333333333333,72.0,24.0,13.0,0.9829059829059827,1.3539989264626946,0.6717601547388781,0.5324074074074073,39.31623931623931,38.33333333333333,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100290035,225.66666666666674,37.00000000000001,77.0,25.66666666666667,10.625,1.1607843137254903,0.5169159544159545,0.461081447288344,0.4805194805194806,46.43137254901961,37.00000000000001,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100290135,170.77777777777774,38.33333333333333,95.0,31.66666666666667,16.5,0.7744107744107743,0.44000544662309377,0.4567574833632517,0.4035087719298245,30.97643097643098,38.33333333333333,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100290154,83.07407407407408,21.66666666666667,56.0,18.666666666666668,13.75,0.5252525252525253,0.3662207357859532,0.4348416988416988,0.3869047619047619,21.010101010101007,21.66666666666667,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100290193,102.14814814814815,27.333333333333336,57.0,19.0,10.75,0.8475452196382429,1.1240615615615617,0.590023957576247,0.4795321637426901,33.90180878552973,27.333333333333336,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100290196,161.33333333333331,27.33333333333333,70.0,23.33333333333333,18.25,0.4992389649923895,3.61437908496732,0.6163608491661634,0.3904761904761904,19.969558599695578,27.33333333333333,1.0,MediaMovel,Por Item,,,,,,,,2022-09-16
100290199,433.8518518518519,56.0,52.0,17.333333333333332,15.5,1.2043010752688172,2.545351473922902,1.4446947380581066,1.0769230769230769,48.17204301075269,56.0,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100290205,177.51851851851845,32.99999999999999,29.0,9.666666666666666,24.375,0.4512820512820512,1.8441358024691357,0.6908430956312078,1.1379310344827585,18.051282051282048,32.99999999999999,1.0,MediaMovel,Por Item,,,,,,,,2022-09-16
100290211,63.481481481481495,19.333333333333336,81.0,27.0,14.0,0.4603174603174604,0.3719246031746032,0.2752367404898353,0.2386831275720165,18.412698412698415,19.333333333333336,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100320046,84.85185185185189,26.333333333333336,81.0,27.0,24.375,0.3601139601139601,0.3513036062378168,0.4448676957632849,0.32510288065843623,14.404558404558404,26.333333333333336,0.0,MediaMovel,Por Item,,,,,,,,2022-09-16
100330027,358.74074074074065,50.0,79.0,26.33333333333333,19.875,0.8385744234800839,0.2731854838709678,0.8854323970603041,0.6329113924050633,33.542976939203356,50.0,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100330028,208.88888888888886,42.66666666666666,43.0,14.333333333333336,25.0,0.5688888888888888,1.6236559139784947,0.9328072692491628,0.9922480620155036,22.755555555555553,42.66666666666666,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330077,272.77777777777766,42.33333333333333,70.0,23.33333333333333,9.125,1.546423135464231,0.23930519666953776,0.8543390561966414,0.6047619047619047,61.85692541856924,42.33333333333333,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330089,177.66666666666663,39.0,24.0,8.0,16.75,0.7761194029850746,4.7,1.3015873015873016,1.625,31.044776119402986,39.0,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330095,374.22222222222223,48.0,112.0,37.333333333333336,18.5,0.8648648648648649,0.3400731135164745,0.43444761996510506,0.42857142857142855,34.594594594594604,48.0,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100330161,349.074074074074,47.66666666666666,81.0,27.0,22.375,0.7101179391682184,0.8007504236262406,0.6046653912266561,0.588477366255144,28.40471756672874,47.66666666666666,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100330165,30.037037037037038,15.666666666666668,16.0,5.333333333333333,14.375,0.36328502415458935,1.4494949494949496,0.8759811616954473,0.9791666666666669,14.531400966183574,15.666666666666668,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330176,111.92592592592592,29.33333333333333,33.0,11.0,21.25,0.4601307189542483,0.9555555555555552,1.149135109864423,0.8888888888888888,18.405228758169933,29.33333333333333,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330178,55.48148148148147,18.666666666666664,25.0,8.333333333333334,12.375,0.5028058361391694,3.851851851851852,0.7896664738770002,0.7466666666666666,20.11223344556678,18.666666666666664,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330197,52.92592592592594,19.66666666666667,78.0,26.0,6.75,0.9711934156378604,0.2500483764851581,0.2844315245478037,0.2521367521367522,38.847736625514415,19.66666666666667,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100330205,87.18518518518519,18.666666666666664,64.0,21.33333333333333,17.5,0.3555555555555555,0.2548941798941798,0.28762869287803666,0.29166666666666663,14.222222222222221,18.666666666666664,0.6666666666666666,MediaMovel,Por Item,,,,,,,,2022-09-16
100330215,68.18518518518519,23.0,79.0,26.33333333333333,21.125,0.3629191321499014,0.2823056573056573,0.31049829692042685,0.2911392405063291,14.516765285996055,23.0,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100380017,285.8148148148148,33.666666666666664,72.0,24.0,10.625,1.0562091503267974,0.4217061764231575,0.4352927773980405,0.4675925925925926,42.2483660130719,33.666666666666664,0.3333333333333333,MediaMovel,Por Item,,,,,,,,2022-09-16
100380027,85.96296296296295,17.66666666666667,25.0,8.333333333333334,18.25,0.3226788432267885,1.1387057387057389,0.4766662433145648,0.7066666666666669,12.907153729071544,17.66666666666667,1.0,MediaMovel,Por Item,,,,,,,,2022-09-16
